"from","to","V1","V2","V3","V4","V5","V6","V7"
"ben_zooplankton","ice_seals",18320.4255144346,18320.4215948154,18320.4121576149,18320.3939797519,18320.370906426,18320.3530255336,18320.3435635456
"snails_sea_stars","ice_seals",18320.3956035075,18320.3953564851,18320.3948287116,18320.3939797519,18320.3930860549,18320.3924813452,18320.3921839798
"infauna","ice_seals",18320.4036618513,18320.4025425003,18320.3997117528,18320.3939797519,18320.3865006981,18320.3806644776,18320.3775778148
"pel_zooplankton","ice_seals",18320.3929465784,18320.3933106348,18320.3938298595,18320.3939797519,18320.393312409,18320.3924266728,18320.3918717178
"euphausiids","ice_seals",18320.3915463739,18320.3924457966,18320.3937151521,18320.3939797519,18320.3920348417,18320.3895013954,18320.3879103993
"pollock_juv","oth_birds",18320.3368504389,18320.3437511757,18320.360630115,18320.3939797519,18320.4376764739,18320.4725496177,18320.4913645078
"pcod_juv","oth_birds",18320.3860258781,18320.3869881521,18320.3893395211,18320.3939797519,18320.4000535368,18320.4048976554,18320.4075101845
"herring","oth_birds",18319.8648845441,18319.9331568786,18320.0933612029,18320.3939797519,18320.7725248693,18321.0687827849,18321.2275203104
"pac_ocean_perch","oth_birds",18320.3812920079,18320.3829480562,18320.3868099819,18320.3939797519,18320.4028873427,18320.409774159,18320.4134348864
"oth_rockfish","oth_birds",18320.3925644693,18320.3927228027,18320.3931293447,18320.3939797519,18320.3951440957,18320.3960963285,18320.3966157826
"north_rockfish","oth_birds",18320.3899444831,18320.3905273151,18320.3918073056,18320.3939797519,18320.3964470658,18320.3982414799,18320.3991660431
"shortraker_rock","oth_birds",18320.394883829,18320.3947797213,18320.39451732,18320.3939797519,18320.39325485,18320.3926667275,18320.3923470022
"rougheye_rock","oth_birds",18320.4010950832,18320.4001481387,18320.3979651555,18320.3939797519,18320.3891094099,18320.3853865817,18320.3834194897
"atka","oth_birds",18320.3939766811,18320.3939770665,18320.3939779871,18320.3939797519,18320.393982006,18320.3939837778,18320.3939847268
"squids","oth_birds",18319.1466201923,18319.29847453,18319.6663731431,18320.3939797519,18321.3682480718,18322.1706044045,18322.6141203905
"mycto_bathy","oth_birds",18319.5819429897,18319.6820946889,18319.9233811446,18320.3939797519,18321.0102436091,18321.5065361495,18321.7767462992
"capelin","oth_birds",18317.5333560881,18317.9038830319,18318.7679414699,18320.3939797519,18322.4902927669,18324.1904046677,18325.1279353812
"sandlance","oth_birds",18317.1789012304,18317.591927965,18318.5585298213,18320.3939797519,18322.7969779801,18324.7785100753,18325.8843092818
"oth_forage","oth_birds",18318.8651233091,18319.0541492441,18319.507481917,18320.3939797519,18321.5737584796,18322.5449777704,18323.0826176427
"bairdi","oth_birds",18320.3946329335,18320.394548329,18320.3943505381,18320.3939797519,18320.3935101056,18320.3931391384,18320.3929389951
"king_crabs","oth_birds",18320.3949611562,18320.3948094426,18320.3944890342,18320.3939797519,18320.3934433154,18320.3930748852,18320.3928908194
"opilio","oth_birds",18320.3908699693,18320.3912671982,18320.392206303,18320.3939797519,18320.3962109523,18320.397945259,18320.3988683935
"pandalid","oth_birds",18320.3856116441,18320.3866653306,18320.3891778513,18320.3939797519,18320.4000909648,18320.4048794393,18320.4074393281
"ben_zooplankton","oth_birds",18320.3181015002,18320.3269266377,18320.3490331079,18320.3939797519,18320.454210829,18320.5028941585,18320.5293137692
"misc_crabs","oth_birds",18320.3937163389,18320.3937408214,18320.3938119388,18320.3939797519,18320.3942281618,18320.3944391701,18320.3945560848
"infauna","oth_birds",18320.377688706,18320.3795851895,18320.3843335486,18320.3939797519,18320.4068913981,18320.4173155211,18320.4229678511
"pel_zooplankton","oth_birds",18320.393057313,18320.3931587192,18320.393422082,18320.3939797519,18320.3947497119,18320.3953820164,18320.3957275309
"euphausiids","oth_birds",18320.3438479808,18320.3493227767,18320.3635975323,18320.3939797519,18320.4361340608,18320.4708781454,18320.4899038544
"copepods","oth_birds",18320.3103356651,18320.3203245628,18320.3449287411,18320.3939797519,18320.4587505847,18320.5106991467,18320.5387978684
"discards_offal","oth_birds",18320.3871942465,18320.3877213793,18320.3894558044,18320.3939797519,18320.4010876307,18320.4073127215,18320.4108111086
"pollock_juv","murres_puffins",18325.683054201,18324.7425157452,18322.884630822,18320.3939797519,18318.5802696586,18317.9395242918,18317.8338192153
"pcod_juv","murres_puffins",18320.3469069668,18316.4502387747,18312.7126383993,18320.3939797519,18349.4401973992,18384.2430616773,18406.8674086108
"herring","murres_puffins",18320.3954269616,18320.395164046,18320.3946558666,18320.3939797519,18320.3934394012,18320.3931661676,18320.3930580084
"pac_ocean_perch","murres_puffins",18320.2868093381,18320.2966871353,18320.3255795918,18320.3939797519,18320.4952352385,18320.5812223104,18320.6288726961
"oth_rockfish","murres_puffins",18320.3947160423,18320.3920039532,18320.3894027038,18320.3939797519,18320.4100708141,18320.4274485497,18320.4379335423
"north_rockfish","murres_puffins",18320.3558470993,18320.3631739143,18320.3769195216,18320.3939797519,18320.4057857541,18320.4104392045,18320.411777515
"shortraker_rock","murres_puffins",18320.4032285753,18320.4037234249,18320.4024530213,18320.3939797519,18320.3767113397,18320.3601781313,18320.3505901008
"rougheye_rock","murres_puffins",18320.5682292979,18320.5479396261,18320.4970879094,18320.3939797519,18320.2566996721,18320.1464937313,18320.0869567146
"atka","murres_puffins",18320.3939900714,18320.3939871905,18320.3939826496,18320.3939797519,18320.393982327,18320.3939872806,18320.39399067
"squids","murres_puffins",18321.1659667612,18321.0196067283,18320.7425837488,18320.3939797519,18320.1498598561,18320.0540902514,18320.027458933
"mycto_bathy","murres_puffins",18320.4577226496,18320.4457689472,18320.4230474896,18320.3939797519,18320.3725347331,18320.3630094307,18320.3597511307
"capelin","murres_puffins",18321.2680951206,18321.1064180051,18320.796286786,18320.3939797519,18320.0935779735,18319.9601302781,18319.9151038187
"sandlance","murres_puffins",18327.1935231165,18326.1000350503,18323.8334530615,18320.3939797519,18317.0592122401,18314.9750936703,18314.0021336324
"oth_forage","murres_puffins",18328.2268398828,18327.0638854447,18324.5505915414,18320.3939797519,18315.7872263238,18312.4681503671,18310.7548019806
"ben_zooplankton","murres_puffins",18320.7178525679,18320.6593264304,18320.5458830951,18320.3939797519,18320.2710187268,18320.2076140298,18320.1820129841
"pel_zooplankton","murres_puffins",18320.5431353452,18320.5162983924,18320.4641656412,18320.3939797519,18320.3365442494,18320.3064596437,18320.2941338889
"euphausiids","murres_puffins",18321.7640636148,18321.5224927021,18321.0475554969,18320.3939797519,18319.8424704395,18319.5441587844,18319.4189604777
"copepods","murres_puffins",18321.7709869999,18321.5216901566,18321.0380829798,18320.3939797519,18319.885864471,18319.6381173508,18319.5445774772
"pollock_juv","kittiwakes",18320.2679501512,18320.2843070622,18320.3225004844,18320.3939797519,18320.4843112214,18320.5554562218,18320.5937542583
"pcod_juv","kittiwakes",18320.1094664387,18320.1484928972,18320.2369639843,18320.3939797519,18320.5793387166,18320.7168464109,18320.7881634978
"herring","kittiwakes",18320.3968255361,18320.3964041635,18320.3954901123,18320.3939797519,18320.3923351028,18320.3911896234,18320.3906164856
"pac_ocean_perch","kittiwakes",18320.3745817885,18320.3773058188,18320.383395455,18320.3939797519,18320.4062157423,18320.4151641361,18320.4197714385
"oth_rockfish","kittiwakes",18320.3889268839,18320.3896064622,18320.3911657345,18320.3939797519,18320.397351536,18320.3998748987,18320.4011886986
"north_rockfish","kittiwakes",18320.3947245946,18320.3946685841,18320.3944787774,18320.3939797519,18320.3932063206,18320.3925430769,18320.3921762181
"shortraker_rock","kittiwakes",18320.3983487628,18320.3977556054,18320.3964024132,18320.3939797519,18320.391097832,18320.3889505808,18320.387834891
"rougheye_rock","kittiwakes",18320.4186521012,18320.4151479512,18320.4073646907,18320.3939797519,18320.3786948087,18320.3676255456,18320.3619584232
"atka","kittiwakes",18320.3939778826,18320.3939781352,18320.393978713,18320.3939797519,18320.3939809957,18320.3939819282,18320.3939824146
"squids","kittiwakes",18320.3897747398,18320.390385817,18320.3917238101,18320.3939797519,18320.396515112,18320.3983389837,18320.3992717132
"mycto_bathy","kittiwakes",18320.4124231473,18320.4092501666,18320.4028989719,18320.3939797519,18320.386508149,18320.3827258059,18320.3812906042
"capelin","kittiwakes",18320.3952369863,18320.3952477244,18320.3950224816,18320.3939797519,18320.3920252894,18320.3902327254,18320.3892184394
"sandlance","kittiwakes",18320.6605621104,18320.6219044603,18320.5372596794,18320.3939797519,18320.2307496112,18320.1107974891,18320.0483169367
"oth_forage","kittiwakes",18321.0244096606,18320.936733805,18320.7401038556,18320.3939797519,18319.9824128912,18319.6706501565,18319.5057870328
"ben_zooplankton","kittiwakes",18320.3957258737,18320.3954771286,18320.3949257895,18320.3939797519,18320.3928998211,18320.3921164367,18320.3917146148
"infauna","kittiwakes",18320.4059028298,18320.4041872979,18320.4004075631,18320.3939797519,18320.3867053348,18320.381456411,18320.3787702947
"pel_zooplankton","kittiwakes",18320.394213495,18320.3941805424,18320.3941069925,18320.3939797519,18320.3938339358,18320.3937283336,18320.3936743335
"euphausiids","kittiwakes",18320.3970983883,18320.3966482792,18320.3956581691,18320.3939797519,18320.3920888594,18320.390730265,18320.3900368929
"copepods","kittiwakes",18320.3938354898,18320.3938530927,18320.3938960666,18320.3939797519,18320.394085643,18320.3941664984,18320.3942086664
"pollock_juv","auklets",18320.4023601502,18320.4020037152,18320.4000736414,18320.3939797519,18320.3841140522,18320.3756865381,18320.371071024
"pcod_juv","auklets",18320.4091398803,18320.4064428885,18320.4011822175,18320.3939797519,18320.387814285,18320.3843418351,18320.382818301
"pac_ocean_perch","auklets",18320.4397053371,18320.4317758401,18320.4160869028,18320.3939797519,18320.374202664,18320.3625350597,18320.3572467056
"oth_rockfish","auklets",18320.4295807955,18320.4232243011,18320.4108527412,18320.3939797519,18320.3796074803,18320.3715490788,18320.3680235437
"north_rockfish","auklets",18320.364195378,18320.3697856073,18320.3803688141,18320.3939797519,18320.4044748881,18320.4096854268,18320.4117502233
"shortraker_rock","auklets",18320.3688871209,18320.3734485762,18320.382238199,18320.3939797519,18320.4036501012,18320.4088679066,18320.4110853487
"rougheye_rock","auklets",18320.3496641518,18320.3583271744,18320.3743745938,18320.3939797519,18320.4075904281,18320.4133033399,18320.4151864205
"atka","auklets",18320.3939938711,18320.3939916947,18320.3939870834,18320.3939797519,18320.3939721122,18320.393966971,18320.3939644479
"squids","auklets",18320.3871909972,18320.3886673288,18320.3912530263,18320.3939797519,18320.3952313709,18320.3952746722,18320.3950835429
"capelin","auklets",18320.382189467,18320.3876198855,18320.3945914539,18320.3939797519,18320.3797252431,18320.3631954759,18320.3532208944
"sandlance","auklets",18320.4465501498,18320.450910802,18320.4448139042,18320.3939797519,18320.2907323327,18320.1944691731,18320.1398095613
"oth_forage","auklets",18320.2670229911,18320.3009605105,18320.355031529,18320.3939797519,18320.3783192689,18320.3383948274,18320.3107699162
"ben_zooplankton","auklets",18320.2630059684,18320.2926122589,18320.343660519,18320.3939797519,18320.4094956959,18320.4006703788,18320.3910842235
"infauna","auklets",18320.3616848727,18320.3701729704,18320.3837551245,18320.3939797519,18320.3913792748,18320.382870568,18320.3768795238
"pel_zooplankton","auklets",18320.1738815645,18320.2209771058,18320.3046699819,18320.3939797519,18320.4327967295,18320.4297127057,18320.4200651628
"euphausiids","auklets",18321.4177661926,18320.9930823816,18320.3866764429,18320.3939797519,18321.9257330872,18323.9619405893,18325.2802798301
"copepods","auklets",18323.4010589423,18322.5495575751,18321.1461521098,18320.3939797519,18322.2593811886,18325.4851607075,18327.7479070758
"oth_birds","fulmars",18320.216846302,18320.2476413614,18320.3085932797,18320.3939797519,18320.4689229525,18320.5119354817,18320.5310058466
"murres_puffins","fulmars",18319.7103539631,18319.8232097072,18320.0532062934,18320.3939797519,18320.7180919216,18320.919455751,18321.0135993153
"kittiwakes","fulmars",18320.3962542183,18320.3958764677,18320.3951093518,18320.3939797519,18320.3929137467,18320.392255891,18320.3919495618
"auklets","fulmars",18320.3343319779,18320.340940512,18320.3581772517,18320.3939797519,18320.4410729972,18320.4777061905,18320.4969925907
"fulmars","fulmars",18320.3902066319,18320.3908900724,18320.3922112584,18320.3939797519,18320.3954305416,18320.3962056457,18320.3965319543
"albatross","fulmars",18320.393830758,18320.3938561504,18320.3939069737,18320.3939797519,18320.394045749,18320.3940849238,18320.3941027029
"pollock_juv","fulmars",18320.5085016865,18320.4903783402,18320.4525083566,18320.3939797519,18320.3354551053,18320.2975893242,18320.2794674013
"pcod_juv","fulmars",18320.5026982612,18320.4839809688,18320.4467283024,18320.3939797519,18320.3469531023,18320.3195295392,18320.3072363515
"pac_ocean_perch","fulmars",18320.3957109695,18320.3953807765,18320.3947594714,18320.3939797519,18320.3934177237,18320.3931704004,18320.3930846541
"oth_rockfish","fulmars",18320.3963573838,18320.3959531487,18320.3951430078,18320.3939797519,18320.3929204085,18320.3922887737,18320.3920012092
"north_rockfish","fulmars",18320.3912907235,18320.3917375815,18320.3926447648,18320.3939797519,18320.3952383051,18320.3960141884,18320.3963752306
"shortraker_rock","fulmars",18320.3923740078,18320.3926492849,18320.3931984038,18320.3939797519,18320.3946819899,18320.3950952094,18320.395281663
"rougheye_rock","fulmars",18320.3921303887,18320.392488367,18320.39315665,18320.3939797519,18320.394549812,18320.3947834003,18320.3948572593
"atka","fulmars",18320.3939805513,18320.3939804152,18320.3939801426,18320.3939797519,18320.3939793969,18320.3939791859,18320.3939790901
"squids","fulmars",18320.3209254048,18320.3325155038,18320.3567680625,18320.3939797519,18320.4300902351,18320.4523211715,18320.4625005715
"capelin","fulmars",18320.3925456569,18320.3927787937,18320.3932580508,18320.3939797519,18320.3946814178,18320.3951262631,18320.3953369122
"sandlance","fulmars",18320.4022888552,18320.4009682845,18320.3982176716,18320.3939797519,18320.3897413386,18320.3869896764,18320.385668282
"oth_forage","fulmars",18320.3916983128,18320.3922412919,18320.3931554552,18320.3939797519,18320.39407934,18320.3937482731,18320.3934771773
"ben_zooplankton","fulmars",18320.3940383866,18320.3940286325,18320.3940088384,18320.3939797519,18320.3939524153,18320.3939356268,18320.3939278367
"infauna","fulmars",18320.3940274019,18320.3940196674,18320.3940037502,18320.3939797519,18320.3939564116,18320.3939416245,18320.3939346283
"pel_zooplankton","fulmars",18320.3940649882,18320.3940506318,18320.3940217011,18320.3939797519,18320.3939410619,18320.3939177295,18320.3939070314
"euphausiids","fulmars",18320.3947947209,18320.3946581073,18320.3943820494,18320.3939797519,18320.3936062027,18320.393379518,18320.393275166
"copepods","fulmars",18320.3948051337,18320.3946612172,18320.3943767314,18320.3939797519,18320.3936342548,18320.3934381948,18320.393352064
"pollock_juv","albatross",18320.3961216704,18320.3956151551,18320.3947508417,18320.3939797519,18320.3939933727,18320.3944866342,18320.3948741784
"pcod_juv","albatross",18320.3896152464,18320.3899817781,18320.3911328415,18320.3939797519,18320.3982132385,18320.4017520936,18320.4036832998
"herring","albatross",18320.3940454036,18320.3940355936,18320.3940144166,18320.3939797519,18320.3939424969,18320.3939168635,18320.3939041362
"squids","albatross",18320.3729558155,18320.3758682881,18320.3824214715,18320.3939797519,18320.4076721045,18320.4179572877,18320.4233556509
"salmon_smolts","albatross",18320.393979751,18320.3939797511,18320.3939797514,18320.3939797519,18320.3939797523,18320.3939797526,18320.3939797528
"mycto_bathy","albatross",18320.3939453212,18320.3939424454,18320.3939461559,18320.3939797519,18320.3940514665,18320.3941212133,18320.3941618834
"capelin","albatross",18320.3933126973,18320.3934275958,18320.3936562968,18320.3939797519,18320.3942668768,18320.3944331521,18320.3945072389
"sandlance","albatross",18320.4046698738,18320.4030439305,18320.3995738996,18320.3939797519,18320.3880305372,18320.3839428696,18320.3819078915
"oth_forage","albatross",18320.409701294,18320.407539218,18320.4026462041,18320.3939797519,18320.3837611698,18320.3761809416,18320.3722480106
"pollock_adu","sharks",18313.7722006247,18314.6279998579,18316.6136360804,18320.3939797519,18325.5952963375,18330.3857628599,18333.4099747845
"arrowtooth_adu","sharks",18275.2631823394,18280.5724613728,18293.4581407692,18320.3939797519,18363.3130672837,18409.6772271196,18442.5696242612
"kamchatka","sharks",18291.2303357547,18294.6115601828,18302.89056433,18320.3939797519,18348.3032502265,18377.6872981037,18397.6942480939
"gr_turbot_adu","sharks",18314.9825506659,18315.6326063468,18317.1959666351,18320.3939797519,18325.2834944956,18330.2650365864,18333.6058750792
"halibut_adu","sharks",18307.005939062,18308.3828635826,18311.9683637925,18320.3939797519,18335.6624942948,18353.5867128379,18366.6766947675
"deep_demersals","sharks",18330.9349668541,18329.6308443967,18326.5356954777,18320.3939797519,18311.5095770643,18303.078712124,18297.7688317764
"shallow_demersals","sharks",18323.5439050837,18323.1538931395,18322.2289649259,18320.3939797519,18317.7331778274,18315.1936887037,18313.581497125
"octopus","sharks",18320.2797009545,18320.2894821534,18320.3166177693,18320.3939797519,18320.5859152026,18320.8828645023,18321.1375313844
"squids","sharks",18314.8341422588,18315.5506660736,18317.2150343367,18320.3939797519,18324.8027529914,18328.9233537417,18331.5708575528
"salmon_returning","sharks",18319.7025174215,18319.7967072317,18320.0103298269,18320.3939797519,18320.860169587,18321.215061289,18321.3998324578
"pandalid","sharks",18320.3465897618,18320.3529580356,18320.3674782147,18320.3939797519,18320.4275093672,18320.4548666473,18320.4702150013
"ben_zooplankton","sharks",18320.3356706159,18320.3434891137,18320.3613323262,18320.3939797519,18320.4355155866,18320.4697104881,18320.4890736949
"snails_sea_stars","sharks",18320.3986392862,18320.3985332744,18320.3976884787,18320.3939797519,18320.3852889847,18320.3749355326,18320.3678697624
"misc_crabs","sharks",18320.5448905277,18320.5264658483,18320.4824150602,18320.3939797519,18320.264793627,18320.1421288905,18320.0652018412
"discards_offal","sharks",18318.1342152826,18318.4360959765,18319.1256478715,18320.3939797519,18322.0351321023,18323.4286358744,18324.2443991534
"pollock_juv","pollock_juv",18330.677024679,18328.5849358554,18324.8305800992,18320.3939797519,18317.3281356649,18315.985626163,18315.511182971
"gr_turbot_juv","pollock_juv",18314.0825849742,18315.0858615055,18317.156495517,18320.3939797519,18323.8692837866,18326.3746684359,18327.6810866056
"shallow_demersals","pollock_juv",18320.3663466638,18320.3732138469,18320.3844267629,18320.3939797519,18320.3943576816,18320.3894725295,18320.38557927
"squids","pollock_juv",18320.3875069067,18320.388732123,18320.3910653785,18320.3939797519,18320.3958935066,18320.3964917857,18320.3965724154
"mycto_bathy","pollock_juv",18320.8374866437,18320.7753738932,18320.6367794836,18320.3939797519,18320.1060385113,18319.8883370581,18319.7734254996
"capelin","pollock_juv",18320.2618985664,18320.2903369314,18320.3402329123,18320.3939797519,18320.4205627731,18320.4227710883,18320.4193148513
"sandlance","pollock_juv",18321.9237443478,18321.6688126934,18321.1559255178,18320.3939797519,18319.6371262931,18319.1331172529,18318.8840742614
"king_crabs","pollock_juv",18320.4239875544,18320.4186366543,18320.4082734181,18320.3939797519,18320.3812025671,18320.3734991513,18320.3699254231
"opilio","pollock_juv",18320.3940212027,18320.3940180313,18320.3940073532,18320.3939797519,18320.3939372584,18320.3939004345,18320.3938797745
"pandalid","pollock_juv",18320.4352887672,18320.432628962,18320.4223274185,18320.3939797519,18320.3498020142,18320.3117106155,18320.2904641806
"ben_zooplankton","pollock_juv",18324.1217119013,18323.9108449727,18323.0371385781,18320.3939797519,18315.8621801549,18311.6727974176,18309.2424841935
"herb_echinoderms","pollock_juv",18320.3943099358,18320.3942521345,18320.3941390869,18320.3939797519,18320.3938318906,18320.3937387852,18320.3936941796
"misc_crabs","pollock_juv",18321.604283425,18321.4510835512,18321.0871627352,18320.3939797519,18319.5080996149,18318.8053598191,18318.4251702574
"infauna","pollock_juv",18321.094965427,18321.0043751546,18320.7918929206,18320.3939797519,18319.8934144852,18319.5005646805,18319.2892211281
"jellyfish","pollock_juv",18323.4490068752,18322.8915446121,18321.8291050088,18320.3939797519,18319.1258284398,18318.357967205,18317.9989037434
"pel_zooplankton","pollock_juv",18320.8526517151,18320.8588242248,18320.777829204,18320.3939797519,18319.6702313587,18318.9990427527,18318.6152177121
"euphausiids","pollock_juv",18335.3237919963,18333.1972033159,18328.5218505637,18320.3939797519,18310.5760965121,18302.8803321959,18298.6921722359
"copepods","pollock_juv",18323.6795228521,18322.7722998792,18321.3295127891,18320.3939797519,18321.3598507134,18323.3853539553,18324.8969065147
"pollock_juv","pollock_adu",18373.261407424,18360.3769232697,18340.245447035,18320.3939797519,18308.192955804,18302.6666250612,18300.4786888681
"pollock_adu","pollock_adu",18380.4735769744,18366.5229487239,18343.9350638974,18320.3939797519,18305.0202464965,18297.7235500208,18294.7544963317
"pcod_juv","pollock_adu",18327.6757980546,18326.2893166053,18323.687054627,18320.3939797519,18317.9166232008,18316.7247201035,18316.2656304949
"pcod_adu","pollock_adu",18326.5189258325,18325.3767800744,18323.2081036024,18320.3939797519,18318.1808798636,18317.0509851197,18316.5919855834
"herring","pollock_adu",18320.9338539361,18320.8586345279,18320.6893512693,18320.3939797519,18320.0544971545,18319.809216258,18319.6841722223
"arrowtooth_adu","pollock_adu",18332.5368183255,18330.282753177,18325.9901612661,18320.3939797519,18315.9707760984,18313.7085993529,18312.7899280065
"kamchatka","pollock_adu",18320.3834376997,18320.3847414924,18320.3879062949,18320.3939797519,18320.401534324,18320.4072536177,18320.4102340054
"gr_turbot_juv","pollock_adu",18316.4973027643,18317.1490668163,18318.4651179221,18320.3939797519,18322.2225462186,18323.3670873222,18323.9074223953
"gr_turbot_adu","pollock_adu",18322.0340111751,18321.724025685,18321.1398979156,18320.3939797519,18319.8237132627,18319.5433999445,18319.4333837789
"halibut_juv","pollock_adu",18322.1141689949,18321.8208079248,18321.2350068542,18320.3939797519,18319.6199522332,18319.1498876106,18318.9326040503
"halibut_adu","pollock_adu",18320.6338718136,18320.5919384919,18320.5093518503,18320.3939797519,18320.2920119577,18320.2325652259,18320.2058334777
"yf_sole","pollock_adu",18320.3944085892,18320.3943412512,18320.3942001969,18320.3939797519,18320.3937538596,18320.3936034276,18320.3935299465
"fh_sole","pollock_adu",18322.187781683,18321.9024224766,18321.3092294715,18320.3939797519,18319.4701498805,18318.8623049671,18318.5674300359
"nr_sole","pollock_adu",18320.8709422893,18320.7894357164,18320.6268454267,18320.3939797519,18320.1805574077,18320.0515346173,18319.9920824963
"ak_plaice","pollock_adu",18320.3940278604,18320.3940227182,18320.3940089699,18320.3939797519,18320.3939406923,18320.3939099682,18320.3938936828
"oth_flatfish","pollock_adu",18320.4003002198,18320.3992127906,18320.3970521048,18320.3939797519,18320.3911909205,18320.3895197063,18320.3887538638
"eelpouts","pollock_adu",18322.3434831615,18322.0073571301,18321.340315982,18320.3939797519,18319.5376468152,18319.0260120299,18318.7920098259
"deep_demersals","pollock_adu",18320.3940592799,18320.3941023315,18320.3941240889,18320.3939797519,18320.3936203825,18320.39327114,18320.3930706013
"shallow_demersals","pollock_adu",18317.0420489608,18317.6901789609,18318.8978777705,18320.3939797519,18321.4627493135,18321.933192631,18322.0972983588
"lg_sculpins","pollock_adu",18320.4674436385,18320.4605427451,18320.4403697614,18320.3939797519,18320.328887253,18320.2764512794,18320.2483705711
"octopus","pollock_adu",18320.5201679003,18320.501761023,18320.4614843035,18320.3939797519,18320.3192810683,18320.2666009508,18320.2400563669
"squids","pollock_adu",18320.089762068,18320.1429331291,18320.247872718,18320.3939797519,18320.5209801947,18320.5931180148,18320.6248619704
"mycto_bathy","pollock_adu",18321.3786738112,18321.2353711769,18320.9210292721,18320.3939797519,18319.8143045658,18319.4098904888,18319.2079377791
"capelin","pollock_adu",18320.0631972893,18320.123124995,18320.2388659002,18320.3939797519,18320.5220215334,18320.591074026,18320.6203603048
"sandlance","pollock_adu",18321.6147323057,18321.4194840405,18321.014929918,18320.3939797519,18319.7706818109,18319.3621458765,18319.1643339481
"oth_forage","pollock_adu",18319.8308756952,18319.9454681302,18320.1532873223,18320.3939797519,18320.5407793902,18320.5866075975,18320.594844095
"bairdi","pollock_adu",18318.5231397263,18318.8587206208,18319.5100946968,18320.3939797519,18321.1412294393,18321.5567799217,18321.7374674413
"king_crabs","pollock_adu",18320.4878915757,18320.4720153506,18320.4401543582,18320.3939797519,18320.3509296203,18320.3244657371,18320.3121375269
"opilio","pollock_adu",18320.3933460627,18320.3949853347,18320.3965161,18320.3939797519,18320.3855821477,18320.3769965967,18320.3719911398
"pandalid","pollock_adu",18319.5518853413,18319.7272381915,18320.0451012754,18320.3939797519,18320.5548571163,18320.5541466907,18320.5242618078
"ben_zooplankton","pollock_adu",18316.1923051691,18316.9729920477,18318.4641336316,18320.3939797519,18321.8578479755,18322.5461682546,18322.80039275
"snails_sea_stars","pollock_adu",18321.5229893655,18321.343623334,18320.9705200403,18320.3939797519,18319.8105228784,18319.425530879,18319.2383897402
"herb_echinoderms","pollock_adu",18320.4217832685,18320.4172181356,18320.4079001324,18320.3939797519,18320.3804803291,18320.3718877537,18320.3677983272
"misc_crabs","pollock_adu",18322.5071947964,18322.2230773986,18321.5693637128,18320.3939797519,18319.005855944,18317.9853973218,18317.4606957541
"structural_epifauna","pollock_adu",18320.5570618089,18320.5281953236,18320.4717339867,18320.3939797519,18320.3267872417,18320.2885431769,18320.2716342046
"infauna","pollock_adu",18320.276580096,18320.3115568914,18320.3644639958,18320.3939797519,18320.3610552143,18320.3062376284,18320.2704941985
"jellyfish","pollock_adu",18322.9010588216,18321.8970063085,18320.1142663784,18320.3939797519,18320.5407335463,18320.1268464353,18320.0283649243
"pel_zooplankton","pollock_adu",18317.542738215,18318.0579847226,18319.0564282959,18320.3939797519,18321.4828970574,18322.0535127963,18322.2887406953
"euphausiids","pollock_adu",18301.8970637054,18304.3442801491,18310.0185213101,18320.3939797519,18332.9338623584,18342.3280056149,18347.2017387016
"copepods","pollock_adu",18296.8912700831,18300.3350896572,18307.8615703949,18320.3939797519,18334.0533875409,18343.5130533062,18348.0773095242
"pelagic_microbes","pollock_adu",18320.3936494221,18320.3937085164,18320.3938233856,18320.3939797519,18320.394112665,18320.3941870539,18320.3942195587
"discards_offal","pollock_adu",18318.4007302205,18318.7453551812,18319.4285895062,18320.3939797519,18321.2595956366,18321.7707732714,18322.0025479554
"pollock_juv","pcod_juv",18320.6139537178,18320.5692632767,18320.4882406101,18320.3939797519,18320.3356630401,18320.3171330012,18320.3138167928
"eelpouts","pcod_juv",18320.4013279121,18320.3999961098,18320.3974300774,18320.3939797519,18320.3910781485,18320.3894641057,18320.388761086
"shallow_demersals","pcod_juv",18320.3694223042,18320.5005479658,18320.6211033684,18320.3939797519,18319.6337228576,18318.8243976273,18318.3378236354
"capelin","pcod_juv",18320.3940004202,18320.3940068261,18320.3940085909,18320.3939797519,18320.3939097807,18320.3938398617,18320.3937986964
"sandlance","pcod_juv",18320.766027565,18320.7069320391,18320.5842310311,18320.3939797519,18320.198344052,18320.066095041,18320.0005469887
"oth_forage","pcod_juv",18320.5004686901,18320.4939402638,18320.4679609066,18320.3939797519,18320.2752875504,18320.1712479724,18320.1128129226
"bairdi","pcod_juv",18320.39327299,18320.3934525495,18320.3937445079,18320.3939797519,18320.3939501316,18320.3937806567,18320.3936540851
"king_crabs","pcod_juv",18320.7129880174,18320.6584441712,18320.5498590459,18320.3939797519,18320.2491991333,18320.1598186102,18320.117921893
"opilio","pcod_juv",18320.538330164,18320.5208575799,18320.4780527396,18320.3939797519,18320.285066456,18320.198802225,18320.1523661755
"pandalid","pcod_juv",18320.5990268071,18320.568952883,18320.5034948147,18320.3939797519,18320.2716214368,18320.1838000272,18320.1389002563
"ben_zooplankton","pcod_juv",18328.6268149417,18327.3452268953,18324.6279877664,18320.3939797519,18316.3313984189,18314.0325767927,18313.1249733854
"snails_sea_stars","pcod_juv",18320.4037593463,18320.4022731097,18320.3991100538,18320.3939797519,18320.38838438,18320.384399309,18320.3823593213
