"from","to","V1","V2","V3","V4","V5","V6","V7"
"infauna","halibut_adu",18320.6560836289,18320.6195221337,18320.5376010411,18320.3939797519,18320.2247987673,18320.0981787957,18320.0318419478
"pel_zooplankton","halibut_adu",18320.3970547624,18320.3966284406,18320.3956698235,18320.3939797519,18320.3919768022,18320.390471025,18320.3896802479
"euphausiids","halibut_adu",18320.5394418496,18320.5192221373,18320.4738199585,18320.3939797519,18320.2996832514,18320.2290205947,18320.191988292
"lg_phytoplankton","halibut_adu",18320.3940354867,18320.394027812,18320.3940104877,18320.3939797519,18320.3939430685,18320.3939153401,18320.393900733
"discards_offal","halibut_adu",18320.9952121198,18320.911930744,18320.7244978387,18320.3939797519,18320.0030757298,18319.710321293,18319.5570765378
"pollock_juv","yf_sole",18325.6688613476,18324.6738101893,18322.8127814062,18320.3939797519,18318.3889510428,18317.2597589306,18316.7581562506
"pcod_juv","yf_sole",18320.7087078693,18320.649779697,18320.5390388021,18320.3939797519,18320.2726632555,18320.2038794735,18320.1732150305
"arrowtooth_juv","yf_sole",18320.5499426524,18320.5209260332,18320.4661532898,18320.3939797519,18320.3333035401,18320.2987934124,18320.2833862292
"gr_turbot_juv","yf_sole",18319.7458985183,18319.8678072434,18320.0963119766,18320.3939797519,18320.6409605952,18320.7799777684,18320.8416765508
"halibut_juv","yf_sole",18368.9086280386,18358.1956594626,18340.1243896805,18320.3939797519,18307.1722498431,18300.9424447563,18298.4508941317
"fh_sole","yf_sole",18320.3940516132,18320.3940345594,18320.3940068583,18320.3939797519,18320.3939657804,18320.3939616673,18320.3939607713
"nr_sole","yf_sole",18321.6084587881,18321.3780604076,18320.9487044647,18320.3939797519,18319.9373669241,18319.681689527,18319.5684980011
"ak_plaice","yf_sole",18318.6277278931,18318.9534593089,18319.5715508181,18320.3939797519,18321.0941609904,18321.4966539275,18321.6774589702
"oth_flatfish","yf_sole",18320.4492077291,18320.4386655485,18320.4191039525,18320.3939797519,18320.3734087711,18320.36192599,18320.3568492707
"eelpouts","yf_sole",18320.4692535317,18320.455032301,18320.4284622179,18320.3939797519,18320.3654380023,18320.3493820226,18320.3422547081
"shallow_demersals","yf_sole",18313.3101430689,18314.6357026033,18317.1273601071,18320.3939797519,18323.130463694,18324.6846826247,18325.3783492346
"lg_sculpins","yf_sole",18319.8411697817,18319.9435678283,18320.1373082839,18320.3939797519,18320.6115215304,18320.7361764601,18320.7920801695
"octopus","yf_sole",18320.3808612681,18320.3818613997,18320.3855686878,18320.3939797519,18320.4040452382,18320.4109525761,18320.4143075687
"capelin","yf_sole",18320.3939760158,18320.3939767305,18320.3939780548,18320.3939797519,18320.3939811367,18320.3939819073,18320.3939822474
"sandlance","yf_sole",18320.4644643008,18320.4499267763,18320.4242888412,18320.3939797519,18320.3715156196,18320.3599785806,18320.3551260321
"oth_forage","yf_sole",18319.4942015094,18319.6630513534,18319.9798441137,18320.3939797519,18320.7398430095,18320.9358383966,18321.0232075555
"bairdi","yf_sole",18305.8097959613,18308.541470196,18313.67303471,18320.3939797519,18326.0183249614,18329.2105556927,18330.6348215813
"king_crabs","yf_sole",18321.6685701674,18321.4208493569,18320.966410353,18320.3939797519,18319.9362102268,18319.6855817547,18319.5760016791
"opilio","yf_sole",18313.5644923873,18314.8290907206,18317.2232112361,18320.3939797519,18323.0762105466,18324.6094806093,18325.2959865929
"pandalid","yf_sole",18320.3821659622,18320.3844464406,18320.3886488236,18320.3939797519,18320.3982768549,18320.4006443387,18320.4016831603
"ben_zooplankton","yf_sole",18328.1151822534,18325.8590242274,18322.2844168027,18320.3939797519,18323.9950596492,18329.7919114566,18333.6128660014
"snails_sea_stars","yf_sole",18320.041217714,18320.07134015,18320.1717417847,18320.3939797519,18320.6634617786,18320.8518246977,18320.9443724508
"herb_echinoderms","yf_sole",18330.5252403708,18328.4470224889,18324.7475226491,18320.3939797519,18317.2764836551,18315.7581506232,18315.1457888961
"misc_crabs","yf_sole",18292.2338072217,18297.1473931388,18306.827943386,18320.3939797519,18332.5116317628,18339.6937947152,18342.9681039443
"structural_epifauna","yf_sole",18324.1629121481,18323.46621462,18322.1454162525,18320.3939797519,18318.9122473959,18318.0658964072,18317.687231158
"infauna","yf_sole",18335.5695262485,18330.560783254,18322.3975261252,18320.3939797519,18345.4266962899,18389.8125735058,18422.9843180207
"jellyfish","yf_sole",18320.6241142353,18320.57397103,18320.4894983684,18320.3939797519,18320.3226706185,18320.2839366711,18320.2667781841
"pel_zooplankton","yf_sole",18320.4068635587,18320.4053137359,18320.4014044584,18320.3939797519,18320.3854048195,18320.3794535908,18320.3765254788
"euphausiids","yf_sole",18324.1900900702,18323.056758939,18321.3674522917,18320.3939797519,18321.1522263596,18322.4395429818,18323.2526652254
"copepods","yf_sole",18320.4083158388,18320.4058403083,18320.4009396918,18320.3939797519,18320.387631406,18320.3837961593,18320.3820276562
"pelagic_microbes","yf_sole",18320.395118447,18320.395035674,18320.3947227138,18320.3939797519,18320.3930437439,18320.3923762081,18320.3920451392
"discards_offal","yf_sole",18320.3378972047,18320.3465005021,18320.3652658647,18320.3939797519,18320.42045727,18320.4360260459,18320.4430249505
"pollock_juv","fh_sole",18340.5095639135,18336.7807148496,18329.6760757582,18320.3939797519,18312.9193043171,18308.905326422,18307.1847757416
"pcod_juv","fh_sole",18320.9333555495,18320.8312789329,18320.6403540982,18320.3939797519,18320.1939443183,18320.0843715679,18320.0367155054
"gr_turbot_juv","fh_sole",18320.3715479983,18320.3756873216,18320.3835407414,18320.3939797519,18320.4028542763,18320.4079531124,18320.4102440913
"fh_sole","fh_sole",18320.9988610233,18320.8937965108,18320.6873881707,18320.3939797519,18320.120529179,18319.9498794473,18319.869245522
"nr_sole","fh_sole",18320.4085358332,18320.4058467096,18320.4007464124,18320.3939797519,18320.3882522002,18320.3849790123,18320.383513986
"ak_plaice","fh_sole",18320.3939777629,18320.3939781698,18320.3939788979,18320.3939797519,18320.3939803386,18320.3939805984,18320.3939806927
"eelpouts","fh_sole",18321.2950937116,18321.1244040035,18320.8053173471,18320.3939797519,18320.0604100109,18319.8778699183,18319.7985219835
"shallow_demersals","fh_sole",18311.8806638911,18313.5117631675,18316.5420179435,18320.3939797519,18323.4442985457,18325.0691884449,18325.7617168426
"octopus","fh_sole",18320.3964373742,18320.3951658796,18320.3937627218,18320.3939797519,18320.3960757281,18320.3980962092,18320.3992033677
"squids","fh_sole",18320.3322121834,18320.3431613296,18320.3644092785,18320.3939797519,18320.4208647885,18320.4373305735,18320.4450334554
"mycto_bathy","fh_sole",18320.3931063747,18320.3932604998,18320.3935607618,18320.3939797519,18320.3943596485,18320.3945907849,18320.3946983263
"capelin","fh_sole",18320.2812599057,18320.3017060872,18320.3408837035,18320.3939797519,18320.4403970676,18320.4677880767,18320.4803073797
"sandlance","fh_sole",18320.2790731749,18320.2994588098,18320.3389639554,18320.3939797519,18320.4442716526,18320.4753098024,18320.4899099736
"oth_forage","fh_sole",18317.9912403138,18318.4442569643,18319.2936831703,18320.3939797519,18321.2915676667,18321.7854457016,18322.0008973912
"bairdi","fh_sole",18309.4921259548,18311.6154564778,18315.5210782784,18320.3939797519,18324.1492497112,18326.0933100495,18326.905054578
"opilio","fh_sole",18317.5535858383,18318.0945076971,18319.1032668509,18320.3939797519,18321.4246726796,18321.9779320285,18322.2149012296
"pandalid","fh_sole",18312.445607852,18313.731446796,18316.3890139687,18320.3939797519,18324.2490136573,18326.6569890278,18327.7851289934
"ben_zooplankton","fh_sole",18307.8226449181,18309.5802180916,18313.5462640543,18320.3939797519,18327.907625385,18332.9740074348,18335.4232447883
"snails_sea_stars","fh_sole",18321.1816079901,18321.0350867927,18320.759457175,18320.3939797519,18320.077842286,18319.8905854231,18319.8044006978
"herb_echinoderms","fh_sole",18317.6852947113,18317.5214821787,18317.9171506213,18320.3939797519,18324.8280275484,18328.4951589162,18330.4104220535
"misc_crabs","fh_sole",18316.204955153,18317.011483011,18318.5084742364,18320.3939797519,18321.8490611514,18322.595586193,18322.9038813821
"structural_epifauna","fh_sole",18320.5930377245,18320.5551593447,18320.4843993619,18320.3939797519,18320.322466305,18320.2847026356,18320.2687561535
"infauna","fh_sole",18316.4285764275,18317.0807343076,18318.4142502374,18320.3939797519,18322.2780585183,18323.4512539013,18324.0014486294
"jellyfish","fh_sole",18320.3936623887,18320.3937108787,18320.3938145004,18320.3939797519,18320.394150794,18320.3942647945,18320.3943203845
"pel_zooplankton","fh_sole",18320.1937053845,18320.2291169067,18320.2979646192,18320.3939797519,18320.4814024674,18320.5349838719,18320.5600581498
"euphausiids","fh_sole",18313.5523756237,18314.5676684059,18316.7848860499,18320.3939797519,18324.1175712077,18326.5410156887,18327.6971517941
"copepods","fh_sole",18320.3452052169,18320.3535977482,18320.3701838375,18320.3939797519,18320.4163925011,18320.4305003249,18320.4372002249
"pelagic_microbes","fh_sole",18320.392943172,18320.3931258919,18320.3934815716,18320.3939797519,18320.3944369799,18320.3947194799,18320.3948523502
"discards_offal","fh_sole",18318.0391783203,18318.4347889295,18319.2319056646,18320.3939797519,18321.4862021984,18322.1636621883,18322.4813538768
"pollock_juv","nr_sole",18320.3378477157,18320.3493567047,18320.3697595837,18320.3939797519,18320.4119345045,18320.4211307639,18320.4249918094
"herring","nr_sole",18318.9372498952,18319.2160047401,18319.7323039505,18320.3939797519,18320.9348328818,18321.2364585498,18321.3697551817
"eelpouts","nr_sole",18320.6033687728,18320.5631999232,18320.4889571052,18320.3939797519,18320.3163455458,18320.2729939063,18320.2538132914
"shallow_demersals","nr_sole",18319.8715024495,18319.9717472576,18320.1569900207,18320.3939797519,18320.587792485,18320.6960908813,18320.7440284478
"squids","nr_sole",18320.3808922223,18320.3834643354,18320.3881436392,18320.3939797519,18320.398615317,18320.4011472797,18320.4022539651
"sandlance","nr_sole",18244.0757986868,18256.4890090294,18282.0659052028,18320.3939797519,18357.0105266547,18379.7220459914,18390.3135178042
"oth_forage","nr_sole",18319.4843945669,18319.6598511548,18319.9829766979,18320.3939797519,18320.7277838817,18320.9132739419,18320.9951235415
"bairdi","nr_sole",18320.2058366013,18320.2420318587,18320.3087962027,18320.3939797519,18320.4634572853,18320.5022123677,18320.5193529091
"opilio","nr_sole",18319.6022177308,18319.7540957322,18320.0348512005,18320.3939797519,18320.6873742595,18320.8511018203,18320.923510549
"pandalid","nr_sole",18320.0718265742,18320.1342089256,18320.24882662,18320.3939797519,18320.5111893739,18320.5759956245,18320.6045076972
"ben_zooplankton","nr_sole",18228.8029775513,18243.9056826094,18274.785719888,18320.3939797519,18363.1453447023,18389.2408703998,18401.2996001171
"snails_sea_stars","nr_sole",18319.615132488,18319.7631795588,18320.0384319171,18320.3939797519,18320.6878077829,18320.8532578345,18320.9267918415
"herb_echinoderms","nr_sole",18302.1449084925,18305.5348561852,18311.9508651572,18320.3939797519,18327.4352835401,18331.4003171631,18333.1587168738
"misc_crabs","nr_sole",18310.4660078702,18312.3417375877,18315.845176347,18320.3939797519,18324.1658519264,18326.2924773499,18327.2379664105
"structural_epifauna","nr_sole",18320.4146466199,18320.4131630245,18320.4073492798,18320.3939797519,18320.3779925884,18320.3670473706,18320.3617376574
"infauna","nr_sole",18069.0091911122,18099.2175733192,18172.5583925842,18320.3939797519,18528.5077640809,18712.7097285508,18820.2118966436
"jellyfish","nr_sole",18320.0885624952,18320.1477383482,18320.2564864589,18320.3939797519,18320.5045126323,18320.5653146048,18320.5919731939
"pel_zooplankton","nr_sole",18320.0057431323,18320.0815445762,18320.2200601148,18320.3939797519,18320.5331026577,18320.6094858052,18320.6429640919
"euphausiids","nr_sole",18312.5220610148,18314.0384120374,18316.836191851,18320.3939797519,18323.2718992383,18324.8627264312,18325.5621896157
"copepods","nr_sole",18320.3419741195,18320.3520870255,18320.3706163567,18320.3939797519,18320.4127542235,18320.4230965729,18320.4276375886
"pelagic_microbes","nr_sole",18320.2275643938,18320.2600507082,18320.3194214356,18320.3939797519,18320.4536304793,18320.4863839415,18320.5007402139
"lg_phytoplankton","nr_sole",18320.3939655822,18320.393968346,18320.3939733997,18320.3939797519,18320.3939848394,18320.3939876352,18320.3939888612
"discards_offal","nr_sole",18320.3905964706,18320.3912545222,18320.3924600454,18320.3939797519,18320.3952007419,18320.3958732854,18320.3961685676
"halibut_juv","ak_plaice",18322.8039229245,18322.418431583,18321.621247697,18320.3939797519,18319.1381656822,18318.2863236479,18317.861091328
"eelpouts","ak_plaice",18320.3812056829,18320.3827561874,18320.3865171012,18320.3939797519,18320.4040708011,18320.4125110905,18320.4172390186
"sandlance","ak_plaice",18318.8479409612,18319.0447846848,18319.508511303,18320.3939797519,18321.5536388914,18322.5069176829,18323.0372404112
"oth_forage","ak_plaice",18320.3872733393,18320.3883481204,18320.3905727425,18320.3939797519,18320.3973908428,18320.3996227137,18320.4007021489
"opilio","ak_plaice",18321.0241399384,18320.9451743311,18320.7573535055,18320.3939797519,18319.9122403096,18319.5128275034,18319.2895215287
"ben_zooplankton","ak_plaice",18299.460368611,18302.1971306021,18308.5272066665,18320.3939797519,18335.9613823364,18349.0969821406,18356.6296720554
"snails_sea_stars","ak_plaice",18320.4556992555,18320.4394448858,18320.412867297,18320.3939797519,18320.4087690738,18320.4423200177,18320.4670371543
"herb_echinoderms","ak_plaice",18316.5644038477,18317.0528795138,18318.2015047777,18320.3939797519,18323.2774333798,18325.6660157881,18327.0038885797
"misc_crabs","ak_plaice",18320.5257614939,18320.5081365175,18320.4677980321,18320.3939797519,18320.3012539827,18320.2271562307,18320.1865381025
"structural_epifauna","ak_plaice",18320.23744336,18320.2572874415,18320.3041740856,18320.3939797519,18320.5117044558,18320.6083358303,18320.6619865069
"infauna","ak_plaice",18186.1327293904,18200.8958357859,18238.0088710982,18320.3939797519,18462.5146952383,18632.0418931226,18767.3383823159
"jellyfish","ak_plaice",18320.3840132657,18320.3852647988,18320.3882355235,18320.3939797519,18320.4016137591,18320.4079617574,18320.4115156703
"pel_zooplankton","ak_plaice",18320.3901342732,18320.3906388046,18320.3918069565,18320.3939797519,18320.3967485709,18320.3989786763,18320.4002048794
"euphausiids","ak_plaice",18320.1540062611,18320.1853997987,18320.2582045888,18320.3939797519,18320.5675253144,18320.7076622803,18320.7848396829
"copepods","ak_plaice",18320.3923677818,18320.3925793715,18320.3930690614,18320.3939797519,18320.3951410453,18320.3960775601,18320.3965930271
"pelagic_microbes","ak_plaice",18320.3654136337,18320.3691788385,18320.377873694,18320.3939797519,18320.4144122048,18320.4308143151,18320.4398163137
"discards_offal","ak_plaice",18320.3924363629,18320.3926358311,18320.3931016799,18320.3939797519,18320.3951144694,18320.3960379206,18320.3965485994
"pollock_juv","oth_flatfish",18320.5007333323,18320.4696748334,18320.4254239777,18320.3939797519,18320.3892565465,18320.3947117041,18320.3989484431
"pcod_juv","oth_flatfish",18321.1306415444,18320.988633662,18320.7269190429,18320.3939797519,18320.1238966743,18319.974077388,18319.9080498408
"eelpouts","oth_flatfish",18323.1474596972,18322.5812404764,18321.5789504092,18320.3939797519,18319.5187091083,18319.0701809332,18318.8814099901
"octopus","oth_flatfish",18320.3869502304,18320.3882314761,18320.3906862744,18320.3939797519,18320.3967870412,18320.3983948249,18320.3991145404
"capelin","oth_flatfish",18316.2357033379,18317.0040107836,18318.4624803417,18320.3939797519,18322.0194689564,18322.942230965,18323.3534194983
"oth_forage","oth_flatfish",18318.4468437514,18318.8210317121,18319.5123104836,18320.3939797519,18321.1103580617,18321.5079773782,18321.6832368007
"bairdi","oth_flatfish",18314.9395145015,18315.9877575664,18317.9234384384,18320.3939797519,18322.4060932547,18323.525876255,18324.0202931855
"opilio","oth_flatfish",18320.3903503046,18320.3910540124,18320.39234578,18320.3939797519,18320.395298075,18320.3960268233,18320.3963474547
"pandalid","oth_flatfish",18312.9547542501,18314.2183957671,18316.7546918839,18320.3939797519,18323.7048510424,18325.684102632,18326.5889079507
"ben_zooplankton","oth_flatfish",18300.7655519209,18302.5202739903,18307.6323964804,18320.3939797519,18340.8651536539,18358.9495251039,18368.9795879942
"snails_sea_stars","oth_flatfish",18320.3525173172,18320.3605293081,18320.3752647366,18320.3939797519,18320.4091656826,18320.4176019619,18320.4213244499
"herb_echinoderms","oth_flatfish",18316.4654093343,18317.1534115847,18318.5088867252,18320.3939797519,18322.0493982061,18323.0134291859,18323.4481002009
"misc_crabs","oth_flatfish",18320.1177659948,18320.1711261517,18320.2693089084,18320.3939797519,18320.4950082216,18320.5510434594,18320.575743018
"structural_epifauna","oth_flatfish",18320.393991812,18320.3939899348,18320.3939859129,18320.3939797519,18320.3939739071,18320.3939703435,18320.3939687012
"infauna","oth_flatfish",18301.9829362329,18304.0069143402,18309.2848651581,18320.3939797519,18335.1775331174,18346.5914512975,18352.5094724317
"pel_zooplankton","oth_flatfish",18319.8823691298,18319.9822890215,18320.1648944708,18320.3939797519,18320.5768897465,18320.6771336534,18320.721023972
"euphausiids","oth_flatfish",18318.7177879837,18319.0375335988,18319.631614137,18320.3939797519,18321.0155909766,18321.3608777434,18321.5130469824
"copepods","oth_flatfish",18320.1414379788,18320.190919226,18320.2811400857,18320.3939797519,18320.4838263414,18320.5329811491,18320.5544848246
"pollock_juv","ak_skate",18319.8692290261,18319.9649262553,18320.1480796873,18320.3939797519,18320.604200051,18320.7249806665,18320.7791535022
"pollock_adu","ak_skate",18254.1288922399,18258.0538008282,18273.0225588523,18320.3939797519,18410.3525153439,18499.8306639763,18553.2382653394
"pcod_adu","ak_skate",18326.9563680527,18325.7576161576,18323.4657385284,18320.3939797519,18317.7726359598,18316.2686571013,18315.5945717107
"herring","ak_skate",18319.0384923668,18319.2834917258,18319.7550778735,18320.3939797519,18320.9456784651,18321.2650689694,18321.4089182581
"arrowtooth_adu","ak_skate",18386.5874771602,18373.7598715884,18350.1173330037,18320.3939797519,18296.9946472904,18284.4540680999,18279.0548410218
"halibut_juv","ak_skate",18493.7692026515,18451.5675611251,18384.1141992916,18320.3939797519,18289.4284600306,18281.0632879986,18279.4821588554
"halibut_adu","ak_skate",18320.3966989535,18320.3962092612,18320.3952644963,18320.3939797519,18320.3928657803,18320.3922189085,18320.3919270926
"yf_sole","ak_skate",18317.7649257576,18318.233337401,18319.1433608059,18320.3939797519,18321.4904832724,18322.1323982989,18322.4232370467
"fh_sole","ak_skate",18320.3889912552,18320.3898953767,18320.3916321551,18320.3939797519,18320.3960043909,18320.3971764172,18320.3977044266
"nr_sole","ak_skate",18368.5736210394,18359.130316748,18341.7872329443,18320.3939797519,18304.3100917103,18296.1986102969,18292.8653751145
"oth_flatfish","ak_skate",18321.909708473,18321.6237847859,18321.0882936667,18320.3939797519,18319.8233002923,18319.5051831357,18319.3648532323
"eelpouts","ak_skate",18306.8790001623,18308.3729737452,18312.331554703,18320.3939797519,18330.4136968627,18337.7562895273,18341.476812241
"shallow_demersals","ak_skate",18277.4384690093,18284.886783473,18299.6131817115,18320.3939797519,18339.1191227878,18350.2954406375,18355.4104954854
"lg_sculpins","ak_skate",18320.3195566247,18320.3329951353,18320.3588740798,18320.3939797519,18320.4243589028,18320.4419827178,18320.4499305206
"squids","ak_skate",18320.3773866693,18320.3804241274,18320.3862230874,18320.3939797519,18320.4005853904,18320.4043702595,18320.4060654567
"salmon_returning","ak_skate",18321.5492040104,18321.2957850621,18320.8624971291,18320.3939797519,18320.1035707654,18319.985428968,18319.9444428715
"sandlance","ak_skate",18303.3818296357,18306.2687793415,18312.0571631647,18320.3939797519,18328.0590609246,18332.6964924915,18334.8333703593
"oth_forage","ak_skate",18318.1268026612,18318.537006551,18319.3260832872,18320.3939797519,18321.3149630571,18321.8476107988,18322.0873753069
"bairdi","ak_skate",18311.3525007226,18312.9814467508,18316.1235205145,18320.3939797519,18324.0936665209,18326.2403348918,18327.2082655142
"opilio","ak_skate",18293.8822840982,18298.4169470845,18307.4619562626,18320.3939797519,18332.2019787275,18339.3140116024,18342.5840107685
"pandalid","ak_skate",18319.7476344831,18319.8651032785,18320.0904083641,18320.3939797519,18320.6545847867,18320.8048086572,18320.8723129323
"ben_zooplankton","ak_skate",18287.5574863401,18292.7476475985,18303.6301063238,18320.3939797519,18336.8952857807,18347.3580546822,18352.2952593652
"snails_sea_stars","ak_skate",18319.872650763,18319.9675314412,18320.1493405377,18320.3939797519,18320.603732944,18320.724550141,18320.7788207011
"herb_echinoderms","ak_skate",18320.3630719785,18320.3687281239,18320.3795286227,18320.3939797519,18320.4062907874,18320.4133467027,18320.4165074741
"misc_crabs","ak_skate",18302.7045129255,18305.7987442493,18311.8836286278,18320.3939797519,18327.9843858669,18332.4789170282,18334.5268960179
"structural_epifauna","ak_skate",18320.3902397046,18320.3909298341,18320.392240725,18320.3939797519,18320.3954468403,18320.3962813275,18320.3966535747
"infauna","ak_skate",18318.9984232356,18319.2519399387,18319.7383671353,18320.3939797519,18320.9567999909,18321.2811598506,18321.4268839486
"jellyfish","ak_skate",18320.3856280827,18320.3871586286,18320.3900788116,18320.3939797519,18320.397295562,18320.3991920748,18320.4000405589
"euphausiids","ak_skate",18320.3716276229,18320.3757128741,18320.383520074,18320.3939797519,18320.402903347,18320.4080233783,18320.4103183036
"discards_offal","ak_skate",18265.3108410325,18272.6889109531,18289.7918015053,18320.3939797519,18355.3964924026,18379.9851762341,18392.205634557
"pollock_adu","oth_skate",18318.3163296275,18318.6438498834,18319.3044710806,18320.3939797519,18322.1118078866,18324.3052466134,18326.0201160401
"pcod_juv","oth_skate",18320.0761654132,18320.0703587397,18320.1230204607,18320.3939797519,18320.9375774995,18321.4691855192,18321.7839637475
"yf_sole","oth_skate",18321.6793490868,18321.4646981813,18321.0301016925,18320.3939797519,18319.79950927,18319.4370141778,18319.269891224
"nr_sole","oth_skate",18322.7173499127,18322.3239697157,18321.5344278765,18320.3939797519,18319.3408498236,18318.7011943498,18318.4056710125
"eelpouts","oth_skate",18320.6544766011,18320.5677650221,18320.4386449237,18320.3939797519,18320.5772763717,18320.8504615771,18321.0344581988
"shallow_demersals","oth_skate",18322.8836902589,18322.6007910842,18321.8866856893,18320.3939797519,18318.2806002752,18316.4586769899,18315.4212027554
"sandlance","oth_skate",18320.3949380991,18320.3946950867,18320.3942963424,18320.3939797519,18320.3940574029,18320.3943449439,18320.3945568412
"oth_forage","oth_skate",18320.4036910993,18320.4021148486,18320.3988855285,18320.3939797519,18320.3890069978,18320.3856329568,18320.3839407741
"bairdi","oth_skate",18327.3435013105,18326.5589721846,18324.5677353848,18320.3939797519,18314.5169828643,18309.5086546802,18306.6863309261
"opilio","oth_skate",18321.1010714303,18320.9964825246,18320.7705971286,18320.3939797519,18319.9656754252,18319.6462354718,18319.4770189437
"ben_zooplankton","oth_skate",18320.4994996454,18320.4375420638,18320.3557417452,18320.3939797519,18320.7199300729,18321.1564871407,18321.4512891683
"misc_crabs","oth_skate",18333.4899732535,18331.6663443731,18327.5863526275,18320.3939797519,18311.6964504192,18304.8762216239,18301.1433588629
"infauna","oth_skate",18320.4127277115,18320.4071132132,18320.3985202203,18320.3939797519,18320.4011525004,18320.4129812449,18320.4209262936
"euphausiids","oth_skate",18320.3943748466,18320.3942681934,18320.3940978622,18320.3939797519,18320.39405444,18320.3942202876,18320.3943368765
"discards_offal","oth_skate",18320.4144461658,18320.4099896722,18320.4021307158,18320.3939797519,18320.3911046112,18320.3924462655,18320.3941004387
"squids","sablefish_juv",18320.3219289981,18320.3313503829,18320.3531639379,18320.3939797519,18320.4471460749,18320.4915020882,18320.5167189945
"structural_epifauna","sablefish_juv",18320.2697934464,18320.2829339015,18320.317568362,18320.3939797519,18320.5086433348,18320.6135726385,18320.6763162353
"pel_zooplankton","sablefish_juv",18320.3277674498,18320.3363956469,18320.3564067445,18320.3939797519,18320.4430493828,18320.4840453127,18320.5073596862
"euphausiids","sablefish_juv",18320.128948676,18320.1624683614,18320.2412275523,18320.3939797519,18320.6071673893,18320.8023340272,18320.922724866
"copepods","sablefish_juv",18320.3080631011,18320.319214317,18320.3451295532,18320.3939797519,18320.4582556102,18320.5124904871,18320.5435937795
"pollock_adu","sablefish_adu",18305.9608419322,18307.7689372646,18312.0330221142,18320.3939797519,18332.3003799045,18343.4773783754,18350.5183983538
"herring","sablefish_adu",18320.3747506787,18320.377417666,18320.3834039961,18320.3939797519,18320.4066666767,18320.4163944041,18320.4215898313
"arrowtooth_juv","sablefish_adu",18320.2419346229,18320.2626404385,18320.3095376415,18320.3939797519,18320.4984468011,18320.581355442,18320.6267918411
"eelpouts","sablefish_adu",18320.3781828258,18320.3803717655,18320.3852873709,18320.3939797519,18320.4044226325,18320.4124424231,18320.4167306026
"shallow_demersals","sablefish_adu",18320.3920564493,18320.3923305765,18320.3929375666,18320.3939797519,18320.3951736482,18320.3960424807,18320.3964883449
"octopus","sablefish_adu",18318.8780169135,18319.0854851066,18319.5541337618,18320.3939797519,18321.4271276048,18322.2439634904,18322.691106845
"squids","sablefish_adu",18315.6844726369,18316.3209713577,18317.7676265939,18320.3939797519,18323.6938555863,18326.3668032963,18327.8579839827
"mycto_bathy","sablefish_adu",18319.5001087294,18319.6236228731,18319.9013386775,18320.3939797519,18320.9894549034,18321.4503419278,18321.6983435129
"oth_forage","sablefish_adu",18309.0978099947,18310.538921479,18313.908547917,18320.3939797519,18329.3300694286,18337.3527613386,18342.1918105163
"pandalid","sablefish_adu",18320.3367638349,18320.3446952533,18320.3625032285,18320.3939797519,18320.4317639366,18320.4607503595,18320.4762360727
"ben_zooplankton","sablefish_adu",18320.1686599605,18320.1999345192,18320.2701015407,18320.3939797519,18320.5425214426,18320.6564389473,18320.7173135078
"snails_sea_stars","sablefish_adu",18320.3739113908,18320.3767022642,18320.3829581436,18320.3939797519,18320.4071469858,18320.4172001758,18320.4225535034
"herb_echinoderms","sablefish_adu",18320.3828406595,18320.3843894559,18320.3878611954,18320.3939797519,18320.4012977461,18320.406895264,18320.4098808302
"misc_crabs","sablefish_adu",18320.393703445,18320.3937424489,18320.3938292186,18320.3939797519,18320.3941553534,18320.3942860212,18320.3943543012
"infauna","sablefish_adu",18320.3927699055,18320.3929383892,18320.3933157534,18320.3939797519,18320.3947720495,18320.3953766539,18320.3956986209
"jellyfish","sablefish_adu",18319.8402662668,18319.9172830316,18320.0898845908,18320.3939797519,18320.7575734859,18321.0356093011,18321.1838713213
"pel_zooplankton","sablefish_adu",18320.3913331677,18320.3917029542,18320.3925298004,18320.3939797519,18320.3957008774,18320.3970070525,18320.3976998784
"euphausiids","sablefish_adu",18320.3814812156,18320.3832304432,18320.3871384593,18320.3939797519,18320.4020788302,18320.4082076809,18320.4114518339
"discards_offal","sablefish_adu",18319.2393167207,18319.4002388176,18319.7604576861,18320.3939797519,18321.1503827286,18321.7286791702,18322.037194789
"pollock_juv","eelpouts",18320.3929557541,18320.3930685991,18320.3933608958,18320.3939797519,18320.3948433097,18320.3955672675,18320.3959704181
"pollock_adu","eelpouts",18320.1945772456,18320.2184395483,18320.2769482596,18320.3939797519,18320.5520230217,18320.6833293601,18320.756479231
"herring","eelpouts",18320.5334578553,18320.5163038678,18320.4749307818,18320.3939797519,18320.2868490168,18320.1990390761,18320.1504725327
"fh_sole","eelpouts",18320.4056619521,18320.4040181456,18320.400363486,18320.3939797519,18320.386363891,18320.3805119847,18320.3773734798
"eelpouts","eelpouts",18321.4331269447,18321.1475413666,18320.7022612548,18320.3939797519,18320.531431964,18320.8610794,18321.0884743953
"shallow_demersals","eelpouts",18337.6969746635,18335.7196098905,18330.7288559655,18320.3939797519,18306.0547704189,18293.9539987963,18287.1603567284
"capelin","eelpouts",18320.3936363456,18320.3944643777,18320.3952903327,18320.3939797519,18320.3890006959,18320.3833417919,18320.3797984516
"oth_forage","eelpouts",18324.150796155,18323.7249974418,18322.6443192282,18320.3939797519,18317.2633813859,18314.6218295839,18313.1402955474
