"year","Species","totB","SSB","Catch","Climate","Frate","Region","Model","Scenario"
2089,"POL",3462867.27139352,2091197.28710228,0,"persistence","F0","WGOA","Rpath","base"
2089,"COD",632368.974361335,133436.968580475,0,"persistence","F0","WGOA","Rpath","base"
2089,"ATF",1859721.24622986,704676.291548257,0,"persistence","F0","WGOA","Rpath","base"
2090,"POL",3464217.93536285,2091968.18009543,0,"persistence","F0","WGOA","Rpath","base"
2090,"COD",632579.718719512,133451.161267996,0,"persistence","F0","WGOA","Rpath","base"
2090,"ATF",1859842.9512751,704875.944915152,0,"persistence","F0","WGOA","Rpath","base"
2091,"POL",3465489.37852393,2092677.8339132,0,"persistence","F0","WGOA","Rpath","base"
2091,"COD",632773.896129224,133462.600865961,0,"persistence","F0","WGOA","Rpath","base"
2091,"ATF",1859924.92678181,705069.139174775,0,"persistence","F0","WGOA","Rpath","base"
2092,"POL",3466643.96574103,2093304.18575197,0,"persistence","F0","WGOA","Rpath","base"
2092,"COD",632951.543733464,133469.727246464,0,"persistence","F0","WGOA","Rpath","base"
2092,"ATF",1859967.21732198,705256.043465005,0,"persistence","F0","WGOA","Rpath","base"
2093,"POL",3467675.24420652,2093845.77807513,0,"persistence","F0","WGOA","Rpath","base"
2093,"COD",633113.235099309,133472.093481179,0,"persistence","F0","WGOA","Rpath","base"
2093,"ATF",1859969.08480397,705435.2997448,0,"persistence","F0","WGOA","Rpath","base"
2094,"POL",3468609.76411919,2094321.92781923,0,"persistence","F0","WGOA","Rpath","base"
2094,"COD",633260.282964972,133470.495492988,0,"persistence","F0","WGOA","Rpath","base"
2094,"ATF",1859929.99183704,705604.734271677,0,"persistence","F0","WGOA","Rpath","base"
2095,"POL",3469496.85326484,2094765.39314434,0,"persistence","F0","WGOA","Rpath","base"
2095,"COD",633394.592187257,133466.744099744,0,"persistence","F0","WGOA","Rpath","base"
2095,"ATF",1859850.43416021,705762.277041829,0,"persistence","F0","WGOA","Rpath","base"
2096,"POL",3470392.3956564,2095211.75634783,0,"persistence","F0","WGOA","Rpath","base"
2096,"COD",633518.295283061,133463.161187247,0,"persistence","F0","WGOA","Rpath","base"
2096,"ATF",1859732.30093534,705906.742371754,0,"persistence","F0","WGOA","Rpath","base"
2097,"POL",3471342.94323112,2095689.54285648,0,"persistence","F0","WGOA","Rpath","base"
2097,"COD",633633.349722814,133461.951403051,0,"persistence","F0","WGOA","Rpath","base"
2097,"ATF",1859578.75649414,706038.27475373,0,"persistence","F0","WGOA","Rpath","base"
2098,"POL",3472374.26621729,2096213.48872419,0,"persistence","F0","WGOA","Rpath","base"
2098,"COD",633741.233460155,133464.623515558,0,"persistence","F0","WGOA","Rpath","base"
2098,"ATF",1859393.75251808,706158.368844338,0,"persistence","F0","WGOA","Rpath","base"
2099,"POL",3473485.95515278,2096781.64511431,0,"persistence","F0","WGOA","Rpath","base"
2099,"COD",633842.787798141,133471.607789684,0,"persistence","F0","WGOA","Rpath","base"
2099,"ATF",1859181.36462861,706269.49945985,0,"persistence","F0","WGOA","Rpath","base"
1991,"POL",2884927.16511783,1690895.40603404,87828.010002781,"ssp126","F0","WGOA","Rpath","base"
1991,"COD",399280.293878193,93224.2373585632,64466.829990571,"ssp126","F0","WGOA","Rpath","base"
1991,"ATF",1554327.80462664,597326.97740596,16958.380011156,"ssp126","F0","WGOA","Rpath","base"
1992,"POL",2892495.91324268,1696087.27813365,90585.189961806,"ssp126","F0","WGOA","Rpath","base"
1992,"COD",371842.900083054,88999.2287874369,78966.500089317,"ssp126","F0","WGOA","Rpath","base"
1992,"ATF",1551901.37581743,598021.211707819,20482.180062468,"ssp126","F0","WGOA","Rpath","base"
1993,"POL",2886917.46017875,1690078.21042351,108230.180085742,"ssp126","F0","WGOA","Rpath","base"
1993,"COD",375328.175429555,91984.46817467,45849.170066118,"ssp126","F0","WGOA","Rpath","base"
1993,"ATF",1551566.34683954,599298.159270716,18294.449920618,"ssp126","F0","WGOA","Rpath","base"
1994,"POL",2891612.89701311,1691340.87032149,100412.359942985,"ssp126","F0","WGOA","Rpath","base"
1994,"COD",374238.505424238,92168.0244909248,45610.579965874,"ssp126","F0","WGOA","Rpath","base"
1994,"ATF",1547453.431915,598480.508802417,21993.239976229,"ssp126","F0","WGOA","Rpath","base"
1995,"POL",2920445.2429594,1709974.75171492,69168.129925675,"ssp126","F0","WGOA","Rpath","base"
1995,"COD",354241.118245692,88060.9264831689,67907.179992219,"ssp126","F0","WGOA","Rpath","base"
1995,"ATF",1548788.07321952,599203.455585779,17415.490044603,"ssp126","F0","WGOA","Rpath","base"
1996,"POL",2949537.49989699,1727520.76771419,49825.8700384,"ssp126","F0","WGOA","Rpath","base"
1996,"COD",348901.269856949,89289.8998161644,55391.660096973,"ssp126","F0","WGOA","Rpath","base"
1996,"ATF",1545296.54167072,597141.15385086,21555.609900557,"ssp126","F0","WGOA","Rpath","base"
1997,"POL",2946193.76182491,1722365.56372477,84179.649971753,"ssp126","F0","WGOA","Rpath","base"
1997,"COD",339607.871812025,88455.8466619866,58920.579990637,"ssp126","F0","WGOA","Rpath","base"
1997,"ATF",1547340.93937387,596389.731746862,14758.279890696,"ssp126","F0","WGOA","Rpath","base"
1998,"POL",3007840.54757787,1762267.82292695,5428.379997642,"ssp126","F0","WGOA","Rpath","base"
1998,"COD",338402.008126062,87897.0996300377,50218.950113863,"ssp126","F0","WGOA","Rpath","base"
1998,"ATF",1552042.17068945,596282.511778416,12377.190009373,"ssp126","F0","WGOA","Rpath","base"
1999,"POL",2993956.26360435,1751820.3586859,90556.900062537,"ssp126","F0","WGOA","Rpath","base"
1999,"COD",323385.504513683,83134.3281978233,66264.67009813,"ssp126","F0","WGOA","Rpath","base"
1999,"ATF",1556822.57219736,596729.653748177,14649.229924965,"ssp126","F0","WGOA","Rpath","base"
2000,"POL",3049484.66889728,1789601.2235707,5552.830105466,"ssp126","F0","WGOA","Rpath","base"
2000,"COD",321234.70478313,82993.6306736087,53384.869944958,"ssp126","F0","WGOA","Rpath","base"
2000,"ATF",1555589.60333769,595731.530286997,22993.75009338,"ssp126","F0","WGOA","Rpath","base"
2001,"POL",3082953.38628358,1808450.38491623,3452.299978517,"ssp126","F0","WGOA","Rpath","base"
2001,"COD",327836.052151014,85350.6677932879,40517.409954733,"ssp126","F0","WGOA","Rpath","base"
2001,"ATF",1559150.39699574,597017.281545479,17416.199986059,"ssp126","F0","WGOA","Rpath","base"
2002,"POL",3117695.91098478,1828996.8919311,1698.029945361,"ssp126","F0","WGOA","Rpath","base"
2002,"COD",329657.199807253,86672.396799144,41567.989960821,"ssp126","F0","WGOA","Rpath","base"
2002,"ATF",1561074.36729579,598208.760306624,20173.560012907,"ssp126","F0","WGOA","Rpath","base"
2003,"POL",3105660.59060301,1817041.08768011,48590.077011908,"ssp126","F0","WGOA","Rpath","base"
2003,"COD",321002.232869284,86072.6548698382,52365.755088864,"ssp126","F0","WGOA","Rpath","base"
2003,"ATF",1552272.45436907,595288.634146958,30169.771891001,"ssp126","F0","WGOA","Rpath","base"
2004,"POL",3100496.17999595,1811816.72016729,62434.439922489,"ssp126","F0","WGOA","Rpath","base"
2004,"COD",310907.346053104,86861.6844619175,56450.241969657,"ssp126","F0","WGOA","Rpath","base"
2004,"ATF",1557805.52630999,597533.747722124,15634.908041003,"ssp126","F0","WGOA","Rpath","base"
2005,"POL",3085140.75609541,1801622.59658072,78302.791927256,"ssp126","F0","WGOA","Rpath","base"
2005,"COD",308747.712383036,89355.0329510825,47523.779925577,"ssp126","F0","WGOA","Rpath","base"
2005,"ATF",1557456.93296847,596651.527725103,19923.573051558,"ssp126","F0","WGOA","Rpath","base"
2006,"POL",3088115.70042571,1805154.79373703,68928.307992488,"ssp126","F0","WGOA","Rpath","base"
2006,"COD",305285.425387622,89662.8420266119,47767.079961499,"ssp126","F0","WGOA","Rpath","base"
2006,"ATF",1552052.55675712,593803.972010943,27622.698918064,"ssp126","F0","WGOA","Rpath","base"
2007,"POL",3108388.6659623,1820162.18935033,51572.307003871,"ssp126","F0","WGOA","Rpath","base"
2007,"COD",298656.827987615,86970.5841575916,51812.178003779,"ssp126","F0","WGOA","Rpath","base"
2007,"ATF",1552833.11070127,593773.096946291,25346.986980543,"ssp126","F0","WGOA","Rpath","base"
2008,"POL",3122657.32782491,1829614.82622622,50786.206014733,"ssp126","F0","WGOA","Rpath","base"
2008,"COD",288014.19715692,83738.4257426123,58386.384025578,"ssp126","F0","WGOA","Rpath","base"
2008,"ATF",1551453.5168298,592951.977723493,29205.939969489,"ssp126","F0","WGOA","Rpath","base"
2009,"POL",3143273.39859891,1841984.8200306,41549.503075916,"ssp126","F0","WGOA","Rpath","base"
2009,"COD",284535.848347064,83301.5655360441,51788.980009351,"ssp126","F0","WGOA","Rpath","base"
2009,"ATF",1555113.02563569,594046.266118116,24831.742038702,"ssp126","F0","WGOA","Rpath","base"
2010,"POL",3136117.03112817,1835292.14585186,73443.384226643,"ssp126","F0","WGOA","Rpath","base"
2010,"COD",260387.074378808,76717.5680514182,76954.154598455,"ssp126","F0","WGOA","Rpath","base"
2010,"ATF",1558263.17274182,594362.564843561,24339.446470918,"ssp126","F0","WGOA","Rpath","base"
2011,"POL",3141056.08768375,1838289.75061505,77694.479623666,"ssp126","F0","WGOA","Rpath","base"
2011,"COD",234318.516143285,69543.3060352226,83710.475394165,"ssp126","F0","WGOA","Rpath","base"
2011,"ATF",1557071.61028742,592792.103233455,30911.821764055,"ssp126","F0","WGOA","Rpath","base"
2012,"POL",3133568.47204365,1833854.71164897,98934.691224094,"ssp126","F0","WGOA","Rpath","base"
2012,"COD",216652.39880077,64116.8215124414,76871.109994854,"ssp126","F0","WGOA","Rpath","base"
2012,"ATF",1567597.98995377,595605.767059271,20761.909908427,"ssp126","F0","WGOA","Rpath","base"
2013,"POL",3129803.3271359,1832301.64727678,90796.631609659,"ssp126","F0","WGOA","Rpath","base"
2013,"COD",207097.746004189,61173.0549874287,66829.781618954,"ssp126","F0","WGOA","Rpath","base"
2013,"ATF",1575636.64297929,596480.791969859,21809.3123161,"ssp126","F0","WGOA","Rpath","base"
2014,"POL",3087331.43236134,1803398.13573914,138948.061996125,"ssp126","F0","WGOA","Rpath","base"
2014,"COD",180191.44732662,54326.1747660013,83491.72820457,"ssp126","F0","WGOA","Rpath","base"
2014,"ATF",1567912.16262094,590069.752717628,36524.501530691,"ssp126","F0","WGOA","Rpath","base"
2015,"POL",3045526.28555765,1775739.07919012,162807.64603073,"ssp126","F0","WGOA","Rpath","base"
2015,"COD",157932.722055918,48934.4411406065,77689.992014231,"ssp126","F0","WGOA","Rpath","base"
2015,"ATF",1577268.81804826,588791.535950363,19296.587221708,"ssp126","F0","WGOA","Rpath","base"
2016,"POL",3007798.29217938,1753763.79832681,173086.352394527,"ssp126","F0","WGOA","Rpath","base"
2016,"COD",147656.615382295,47339.0097704077,62867.327429592,"ssp126","F0","WGOA","Rpath","base"
2016,"ATF",1586289.94323646,586210.878732567,19976.294186812,"ssp126","F0","WGOA","Rpath","base"
2017,"POL",2976739.35759481,1738811.22499638,184220.028529305,"ssp126","F0","WGOA","Rpath","base"
2017,"COD",147736.144697943,50239.6743054142,48204.214674581,"ssp126","F0","WGOA","Rpath","base"
2017,"ATF",1591593.27599985,581990.660087748,27053.508990172,"ssp126","F0","WGOA","Rpath","base"
2018,"POL",2968841.33230651,1740812.46211736,150815.192171791,"ssp126","F0","WGOA","Rpath","base"
2018,"COD",174522.229212124,61112.9039308985,14681.29819652,"ssp126","F0","WGOA","Rpath","base"
2018,"ATF",1607270.2111573,582229.748408732,18870.25094355,"ssp126","F0","WGOA","Rpath","base"
2019,"POL",2976191.20523764,1750709.51749398,110649.271555557,"ssp126","F0","WGOA","Rpath","base"
2019,"COD",197788.813002527,66355.8766877763,15200.420583165,"ssp126","F0","WGOA","Rpath","base"
2019,"ATF",1614692.32773615,580069.536802079,24567.051964421,"ssp126","F0","WGOA","Rpath","base"
2020,"POL",2989800.23372154,1764764.17925614,99971.064888454,"ssp126","F0","WGOA","Rpath","base"
2020,"COD",228117.246163443,75554.157695705,6085.249338733,"ssp126","F0","WGOA","Rpath","base"
2020,"ATF",1626337.87888343,581528.262199006,21115.899302007,"ssp126","F0","WGOA","Rpath","base"
2021,"POL",2994312.93279808,1771969.82434406,93869.858770329,"ssp126","F0","WGOA","Rpath","base"
2021,"COD",246024.827660405,80193.9606986703,18686.812307248,"ssp126","F0","WGOA","Rpath","base"
2021,"ATF",1646036.46361479,588170.42800575,9846.300133144,"ssp126","F0","WGOA","Rpath","base"
2022,"POL",2978054.03342338,1764808.56213041,123494.034078862,"ssp126","F0","WGOA","Rpath","base"
2022,"COD",260905.161748063,80728.2753943073,25387.705315903,"ssp126","F0","WGOA","Rpath","base"
2022,"ATF",1660614.56866811,595115.916773362,11531.831681252,"ssp126","F0","WGOA","Rpath","base"
2023,"POL",2966097.48063843,1761609.09079107,124964.845430032,"ssp126","F0","WGOA","Rpath","base"
2023,"COD",281390.512813024,80560.6008369283,21018.296907485,"ssp126","F0","WGOA","Rpath","base"
2023,"ATF",1676112.1132946,605093.03516338,9114.887408711,"ssp126","F0","WGOA","Rpath","base"
2024,"POL",3036855.54450396,1813514.66141001,0,"ssp126","F0","WGOA","Rpath","base"
2024,"COD",318400.046128455,85891.9056995676,0,"ssp126","F0","WGOA","Rpath","base"
2024,"ATF",1696986.7688756,618786.340356113,0,"ssp126","F0","WGOA","Rpath","base"
2025,"POL",3073000.4981917,1837005.61386192,0,"ssp126","F0","WGOA","Rpath","base"
2025,"COD",349395.600422793,89957.1000251659,0,"ssp126","F0","WGOA","Rpath","base"
2025,"ATF",1712036.20769093,630356.952528715,0,"ssp126","F0","WGOA","Rpath","base"
2026,"POL",3092940.27909047,1848718.40251187,0,"ssp126","F0","WGOA","Rpath","base"
2026,"COD",375931.072322814,95004.4799644707,0,"ssp126","F0","WGOA","Rpath","base"
2026,"ATF",1722183.72159925,639224.835703294,0,"ssp126","F0","WGOA","Rpath","base"
2027,"POL",3113219.89449003,1861209.32077996,0,"ssp126","F0","WGOA","Rpath","base"
2027,"COD",398929.169019111,101380.744024844,0,"ssp126","F0","WGOA","Rpath","base"
2027,"ATF",1730288.2676597,646016.127336939,0,"ssp126","F0","WGOA","Rpath","base"
2028,"POL",3131534.70577108,1874190.90940806,0,"ssp126","F0","WGOA","Rpath","base"
2028,"COD",418904.132769399,108164.657856412,0,"ssp126","F0","WGOA","Rpath","base"
2028,"ATF",1738649.0291591,651948.758470283,0,"ssp126","F0","WGOA","Rpath","base"
2029,"POL",3133976.25861841,1875666.73609317,0,"ssp126","F0","WGOA","Rpath","base"
2029,"COD",435893.888634587,114176.030916487,0,"ssp126","F0","WGOA","Rpath","base"
2029,"ATF",1743585.73208675,655110.767009249,0,"ssp126","F0","WGOA","Rpath","base"
2030,"POL",3135688.0401119,1876001.18553865,0,"ssp126","F0","WGOA","Rpath","base"
2030,"COD",450418.992094714,119106.439572734,0,"ssp126","F0","WGOA","Rpath","base"
2030,"ATF",1745340.0133323,655300.518223472,0,"ssp126","F0","WGOA","Rpath","base"
2031,"POL",3139020.8853057,1878682.00055904,0,"ssp126","F0","WGOA","Rpath","base"
2031,"COD",463114.501881969,122967.388770471,0,"ssp126","F0","WGOA","Rpath","base"
2031,"ATF",1746899.82414116,654408.570060039,0,"ssp126","F0","WGOA","Rpath","base"
2032,"POL",3149769.10421448,1887828.82696552,0,"ssp126","F0","WGOA","Rpath","base"
2032,"COD",474570.424798029,125735.640762154,0,"ssp126","F0","WGOA","Rpath","base"
2032,"ATF",1751014.06444346,654533.426981293,0,"ssp126","F0","WGOA","Rpath","base"
2033,"POL",3149976.10409583,1889346.67846528,0,"ssp126","F0","WGOA","Rpath","base"
2033,"COD",484697.893426618,127487.834017124,0,"ssp126","F0","WGOA","Rpath","base"
2033,"ATF",1754688.57691449,654815.219133484,0,"ssp126","F0","WGOA","Rpath","base"
2034,"POL",3153797.81860793,1892613.71365876,0,"ssp126","F0","WGOA","Rpath","base"
2034,"COD",493800.95808369,128516.125397654,0,"ssp126","F0","WGOA","Rpath","base"
2034,"ATF",1757647.6326319,655087.544942105,0,"ssp126","F0","WGOA","Rpath","base"
2035,"POL",3157352.82073754,1895600.03726579,0,"ssp126","F0","WGOA","Rpath","base"
2035,"COD",502102.718134093,129217.579203715,0,"ssp126","F0","WGOA","Rpath","base"
2035,"ATF",1760666.50644984,655982.811187055,0,"ssp126","F0","WGOA","Rpath","base"
2036,"POL",3162953.90981832,1900203.84666069,0,"ssp126","F0","WGOA","Rpath","base"
2036,"COD",509733.991666856,129875.701915773,0,"ssp126","F0","WGOA","Rpath","base"
2036,"ATF",1764144.86394571,657841.768705653,0,"ssp126","F0","WGOA","Rpath","base"
2037,"POL",3165423.59919562,1902107.8475784,0,"ssp126","F0","WGOA","Rpath","base"
2037,"COD",516671.445687364,130518.86088227,0,"ssp126","F0","WGOA","Rpath","base"
2037,"ATF",1766632.55415326,659697.901432153,0,"ssp126","F0","WGOA","Rpath","base"
2038,"POL",3169388.3414022,1904506.63666553,0,"ssp126","F0","WGOA","Rpath","base"
2038,"COD",523064.2657243,131142.542270572,0,"ssp126","F0","WGOA","Rpath","base"
2038,"ATF",1768396.3561176,661360.452422137,0,"ssp126","F0","WGOA","Rpath","base"
2039,"POL",3173351.90415017,1906736.51102049,0,"ssp126","F0","WGOA","Rpath","base"
2039,"COD",528955.851329026,131755.006156443,0,"ssp126","F0","WGOA","Rpath","base"
2039,"ATF",1769067.05186163,662369.922383869,0,"ssp126","F0","WGOA","Rpath","base"
2040,"POL",3184049.27380209,1913740.90478458,0,"ssp126","F0","WGOA","Rpath","base"
2040,"COD",534635.133055941,132255.506793865,0,"ssp126","F0","WGOA","Rpath","base"
2040,"ATF",1770344.84229322,663395.696474828,0,"ssp126","F0","WGOA","Rpath","base"
2041,"POL",3189966.68147324,1917849.44199165,0,"ssp126","F0","WGOA","Rpath","base"
2041,"COD",539987.487485721,132639.027308276,0,"ssp126","F0","WGOA","Rpath","base"
2041,"ATF",1772307.22502347,664742.805210076,0,"ssp126","F0","WGOA","Rpath","base"
2042,"POL",3192159.17772412,1917369.54422327,0,"ssp126","F0","WGOA","Rpath","base"
2042,"COD",544861.169097022,132698.685816321,0,"ssp126","F0","WGOA","Rpath","base"
2042,"ATF",1771157.1114315,664022.843138896,0,"ssp126","F0","WGOA","Rpath","base"
2043,"POL",3203502.56001009,1924184.95931407,0,"ssp126","F0","WGOA","Rpath","base"
2043,"COD",549724.449897245,132650.659180212,0,"ssp126","F0","WGOA","Rpath","base"
2043,"ATF",1771184.55364394,663611.367834661,0,"ssp126","F0","WGOA","Rpath","base"
2044,"POL",3226007.71123009,1940808.91849216,0,"ssp126","F0","WGOA","Rpath","base"
2044,"COD",554831.059208712,132650.542645794,0,"ssp126","F0","WGOA","Rpath","base"
2044,"ATF",1776034.75757554,665878.305301453,0,"ssp126","F0","WGOA","Rpath","base"
2045,"POL",3231627.01706755,1944407.50195657,0,"ssp126","F0","WGOA","Rpath","base"
