"tstep","year","mo","cop","eup","mzl","phl","phs","temp_b5","temp_s5"
39,1973,3,0.367541709476048,0.362143567337008,0.258509549307925,0.44519820496003,1.11009542818188,0.513143533322455,0.56314445779622
40,1973,4,0.615961049559164,0.56220352811694,0.54764401782152,0.724510447742579,1.34599933299716,0.666661235946503,0.673149032125291
41,1973,5,0.807182084185886,0.796784238540412,0.818868776400588,0.701902436071099,1.37302841291532,0.772173209251895,0.606542893225394
42,1973,6,0.85097886900681,0.851039183060362,0.82563706909516,0.813608755360453,1.33277940761838,0.842022507092684,0.649144933322178
43,1973,7,0.965738483450497,0.956871198902027,0.970588611417059,1.17794999268563,1.27000969419485,0.918163193469244,0.867806226011874
44,1973,8,1.02696365562922,1.02026285855487,0.968479869095909,1.11952587274279,0.782149488768587,0.970496713064561,0.901205378212657
45,1973,9,0.921857528981763,0.922961131825247,0.856500344220152,0.922878966005068,0.61222339630678,0.988442147412938,0.972589281554796
46,1973,10,0.916445060876698,0.933766970174925,0.827528883979082,0.831127687933649,0.419258859517114,0.965855448289019,0.919741005879286
47,1973,11,0.910202131546487,0.931759119069918,0.838514376175463,0.771176735018561,0.423287242469895,1.02100943845249,1.04699543306528
48,1973,12,0.650102752644035,0.66096306606324,0.716319083073369,0.722454516727204,0.530121070770993,1.08028342298987,1.08161107279446
49,1974,1,0.386019271011573,0.222191989513424,0.690368115970631,0.914094327597721,0.994715943667443,1.01891374781501,1.1505752403512
50,1974,2,0.845181345761467,0.696327339206641,0.586797991893581,0.670452240914927,0.970904851208177,0.546575835560968,0.411247948729923
51,1974,3,0.971109924104924,0.85692839150682,0.510957659443685,1.04400431425249,0.929874646738809,0.179705010545157,-0.249220212192624
52,1974,4,0.968377660344758,0.948248726790981,0.794905632251491,1.2948599534416,1.07399662028569,0.440032981891557,-0.00144231734988525
53,1974,5,0.871668175704476,0.840210923186458,0.825773449024792,0.890099651133005,0.923982586652395,0.667659448315207,0.807956366645025
54,1974,6,0.974489384078548,0.958521442786135,0.902692219566217,0.767884272875453,0.850878124934602,0.769481942000123,1.00581965933782
55,1974,7,0.914090818760246,0.950285624475485,0.880575303161093,0.806850429804452,0.895291154723804,0.825695697495481,0.941543870251327
56,1974,8,1.01954614214457,1.02588995835583,1.00411225267882,0.994082125293822,0.753477713782631,0.882438444559563,0.980127754909473
57,1974,9,0.885951373368537,0.913654162829918,0.834456329592084,0.622050850910826,0.396382758028355,0.923933149757104,1.05858951908199
58,1974,10,0.65289144632601,0.673558230953071,0.674611617101774,0.594850418455816,0.217451343719826,0.887948451802587,1.01621632861548
59,1974,11,0.75788736260948,0.760962700618809,0.796022163606481,0.624187862894635,0.356454891721623,0.914897119318468,0.971372449261105
